apartment,google_text
AVIA Lofts on Victors Way,"Wanted to echo some of the concerns other commenters have pointed out. The apartment might have improved lately, but this is current as of early august late July. I haven't had any problems with the mailbox delivery, but the included 50 dollar internet is terrible. There was a period of time we had no maintenance guy because the maintenance guy was tasked with dealing with all residents and the company was too stingy to hire him a single assistant, poor guy. The property manager seldom picks up phone calls or responds to emails. There's been a night without internet, a different night without hot water, and the halls are dirty. Like the other reviewer John K, can't wait to move out. Don't usually post reviews but just wanted to help you all with this information in case it's relevant to you.
I see many 5 star reviews so I'm guessing in the past this apartment was much better. Maybe that means there is still hope!"
AVIA Lofts on Victors Way,"The woman with red hair in the office is arrogant and rude. You may want to consider having someone with a more positive attitude and better customer service skills. Acting like I was a bother, is unacceptable for someone running a business."
AVIA Lofts on Victors Way,"Worst experience I've ever had. They processed my application with a $53 application fee and declined it for no reason. Kristi told me that I should have no trouble getting my application accepted once I showed her my deposit and credit score. But it turns out differently. They rejected my application and I could not get in touch with them for a long period. I had to drive to their office every time, they usually weren't there, and they didn't return my calls. They misrepresented the application process, the acceptance rate, and the availability of the property, claiming to hold it for me but ultimately booking it for someone else. Kristi called me a few months later to let me know that the apartment they claimed they would hold for me was already taken up by someone else and that they had another one available, but it was significantly more expensive. She added that she would follow up with me for further details. However, since then, I haven't gotten a call.  Also, they did not refund my application fee either."
City Place Ann Arbor,"I lived at City Place for 2 years and had a pretty good experience. The leasing office got better after it switched over (yay), and the maintenance team was consistently helpful and accommodating. The rooms and units are very spacious, it’s definitely a steal for the price & for college housing."
City Place Ann Arbor,"Living at City Place has been a great experience! The rooms are very clean, located in a good, convenient area that is very close to campus. City Place also offers a lot of space and your own bathroom for a very good price compared to other places! I did run into a few issues here and there, but maintenance was always quick to respond and got things taken care of efficiently and fast. City Place has been a comfortable and enjoyable place to live in, and I would definitely recommend it to others looking for college housing. My friends and I have already signed to re-lease for next year!"
City Place Ann Arbor,"I have lived at city place for 3 years and genuinely think that it is one of the best options for student housing on campus. The rooms are much more spacious than other buildings and most layouts have an on-suite which is really nice. Management is really responsive and maintenance requests tend be handled in less than a week. Overall, I have had a great experience living here and would definitely recommend. It really can't get much better than City Place!"
City Place Ann Arbor,I will start by saying I love love love city place!! I think it is the perfect place for any university of Michigan student. We have a friend group of six girls living here (with all extremely different majors) and this location caters to all of us. It’s relatively close to any class you’d have on campus/close to bus stops. The house itself is very nice and modern. Having your own room and bathroom is the best. While I have had quite a few issues with my room/bathroom the maintenance staff did eventually get it fixed. I will include some photos of my room before I moved in. It’s an incredible space and lovely place to live!!
City Place Ann Arbor,"I’ve really enjoyed living in this townhouse. The location is one of the biggest perks — it’s super close to my classes. The townhouse itself is spacious, comfortable, and has a really welcoming feel that made it easy to settle in and call it home. I’ve genuinely loved my time here with my roommates and would highly recommend it to anyone looking for a place that’s both convenient and enjoyable to live in."
Hoover + Greene,"I’ve lived at H&G for a little under 18mos, and have really enjoyed my experience. The building itself is nice and has a range of good amenities (pretty decent apartment gym, nice pool deck and grill area, great common room space that can be reserved).

The best part of H&G have been the various staff members I’ve interacted with. Kalie from the front office is always attentive and easy to work with. Austin, the service manager, is fantastic. I’ve had a number of service requests submitted where he or Gage have show up within a few hours to make the fix. Compared to other places I’ve lived, dad and away the best service experience I’ve had.

Would recommend H&G to anyone moving to Ann Arbor and looking for apartment-style living."
Hoover + Greene,"I’ve had a great experience living at this apartment community. The management team is responsive and friendly, always quick to address any maintenance requests or questions. The building is clean, quiet, and well-maintained, with modern amenities and a convenient location close to shops, restaurants, and public transportation. I also really appreciate the sense of safety and the respectful atmosphere among neighbors. Highly recommend for anyone looking for a comfortable and hassle-free place to live!"
Hoover + Greene,"We moved into Hoover and Greene this fall, and it has been a great experience! Brittany in the office  has been so responsive and helpful with every question and detail. The complex is clean and quiet.  Any maintenance requests are handled quickly. Great place!"
Hoover + Greene,"I’ve been in this retail space since 2023, and every single person who visits—whether they come into our studio or walk through the lobby—can’t help but stop and admire how beautiful, clean, and thoughtfully decorated this building is. The attention to detail is visible in every corner!

The management, staff, and maintenance team are truly top-notch—supportive, responsive, and always professional. You really won’t find better.

And the location… there are no words! Being steps away from the Big House and having a front-row seat to all things U-M sports, including the parades, makes this place extra special.

This building is the heart of Ann Arbor, and it will proudly be home to AIR® Ann Arbor for many years to come."
Hoover + Greene,"Living at Hoover + Greene has been an excellent experience! The building is well maintained and has fantastic amenities. Rebecca, Lydia, and Todd are incredibly friendly, welcoming, and helpful. They’ve created a warm and inviting community at H + G and we are so grateful for their hard work."
Foundry Lofts,"Jessica & Andre spent a lot of time showing us around Foundry Lofts. They both went above and beyond what other managers did at previous showings at other Ann Arbor MI apartments. The apartments were clean, amenities amazing, nice furniture, studio was spacious and floor plan the best we have viewed. Because of the attention given to us by Jessica & Andre along with the amazing studio and amenities my son just signed a lease starting fall 2026 and if staying for his PHD he is sure that he will be staying long term at Foundry Lofts :)"
Foundry Lofts,"Got a summer sublease for this place. Do not plan your budget by looking at your housing contract because they add lots of extra costs on top of that. Managers are hard to get in touch and deal with. They don’t try to solve your problems, are very rude, and offer very offensive suggestions.

If you are looking for fall housing options, there are lots of better places around with friendlier managers and more transparent cost. I don’t recommend this place and would not come back for another year."
Foundry Lofts,"Total rip off of a place. They allured us into signing the lease ASAP and promised a bigger room, and when the time came, a month before, assigned us the smallest room possible, with a blocking concrete pillar in the corner. NO way to get a hold of their housing team, no adjustment. Please pay a few extra dollars and get yourself a better apartment, do not fall into their trap."
Foundry Lofts,"As a parent of a UM student, I do not recommend renting from this apartment complex .  Rented a unit the last school year.  There were constant questionable, add on fees, a non-responsive rental office and manager who failed to respond to emails and phone calls.  The place was dirty and not cleaned on move in."
Foundry Lofts,"I have never lived in AA before and this was my first time signing a lease, I dealt with Olivia during my leasing process and she was incredible, she made the process seamless and streamlined. She was an extreme delight to speak with and overall was incredibly insightful and answered every question i had with ease. She was also super accommodating and helpful. Highly recommend Foundry Lofts and Olivia, wouldn't have leased without her!"
Centerra Pointe,"We lived at Centerra Pointe for 3 years and enjoyed our time there. The location is excellent - within walking distance to Target, restaurants, playground, public library, and shops. The property is well maintained - weekly landscaping, repairing sidewalks, new blacktop for the roads, snow removal from sidewalks and roads quickly, etc. The property has strict rules about pets and smoking and quiet hours, which are all upheld. We didn't use the pool much, but the fitness center was nice. Maintenance is super responsive!

One thing to caution and it is not the fault of the property. Deliveries by Amazon are constantly delivered to the wrong apartment. Each building has a different building address, but the same set of apartment numbers. It's super confusing to Amazon delivery drivers who are not familiar with the property and they can never seem to deliver packages to the correct apartment. It doesn't seem to be a problem with FedEx or UPS deliveries. The apartment complex accepts all deliveries, so I recommend taking them up on their offer to accept your packages and then going to pick them up from the office.

Ryan, Hiba, Don, and Ryan (maintenance mgr.) are super friendly and willing to work with us whenever we needed something or had an issue. Thank you Centerra Pointe!"
Centerra Pointe,"I had an amazing experience at this apartment complex and the only reason I departed was to move into a home. From day one, the front office staff was incredibly friendly, professional, and always willing to help with anything I need. Whether it's answering questions, handling packages, or just greeting residents with a smile, they truly go above and beyond. The maintenance team is equally impressive—quick to respond, knowledgeable, and always courteous. Any issue I had was resolved promptly and with care, which makes a huge difference in day-to-day comfort. The apartments themselves are beautiful inside—modern finishes, spacious layouts, and everything is very well-kept. You can tell the property management takes pride in maintaining the units and common areas. One of the things I appreciate most is how safe and clean the entire property feels. The grounds are always tidy, and I feel completely comfortable walking around at any time of day or night. If you're looking for a place that combines great service, beautiful living spaces, and a strong sense of community, this is it. Highly recommend!"
Centerra Pointe,We are very satisfied living at Centerra Pointe. For starters it's a beautiful and a safe place to live. Walking distance from two outdoor shopping centers. Very convenient for us. We get a private garage attached to each unit. It feels like we live in a townhouse. Management team and maintenance team are on site at all times. All our concerns and requests are addressed with a smile and in timely manner. Club house is open to all residents. It has a fully equipped gym. Heated pool during warmer months is located next to the club house. Overall we are happy with the location of this property and the management team.
Centerra Pointe,"I love the apartments, living area distribution, bedroom space, bathroom size and closet size. The location is AMAZING! We can do a lot of things walking and around 3 minutes driving from I-94. I truly recommend Centerra Point."
Centerra Pointe,"I’m always very nervous to begin a new lease at apartment complexes; I have had some horror stories. However, living at Centerra Pointe has been such a breeze. The leasing management team is world class: Hiba and Ryan have been such a pleasure to work with. (And their positivity goes such a long way, because I can’t count how many times I’ve walked into leasing offices and met agents with attitude.)

The apartment units themselves are very spacious and were spotless upon move in. (However, I do suggest that the property invest in different panel flooring, as the floor boards do move around a bit.) anytime I submit a maintenance request, it is usually fixed same day or within 24 hours. And the maintenance team here is just as nice as the leasing office!

The community is well put together and neighbors are friendly. I really have enjoyed living here so, so, so much! I never recommend people living in apartment complexes, but since Centerra Pointe is my first!"
Spruce Knob Apartments,"Unfortunately, it hasn't been a great start. The apartment is fine, and the leasing process was simple - they clearly work hard to sign you.

However, maintenance in the first week of living here has been nonexistent. It's been a while since I've lived in an apartment, so maybe this is the speed of things, but upon move-in, one of the bedrooms was missing a doorknob. I noted this to the office and a maintenance request was created, but a week later, I still don't have a doorknob.

There's also a nest of yellow jackets coming and going from the cement underneath the sliding door, making it so that my son and I can't use it. I've submitted two maintenance requests - both were marked ""completed"" but nothing appears to have been done and the wasps are still there.

The pool has been closed unannounced the last two times we've tried to go. No sign, no email, and the office person didn't seem to know why. It was explained away as some unspecified ""maintenance issue"".

Hoping things improve. Aside from the maintenance issues, I'm happy with the community, the location, and the apartment itself. I had lower expectations going in, given my rush to move, and my budget, and overall it's not bad."
Spruce Knob Apartments,"Until recently, my experience living at Spruce Knob has been mostly positive. I have been a resident for 3 years. Repairs to the air conditioners for my unit and three others have been ongoing now for 2 weeks, and my AC is still not functional. Last weekend, it was very hot and we were not notified repairs wouldn't be completed on the timeline that was initially shared. Thankfully, the outside temperatures have been cooler this week. The communication from McKinley during the repair process has been very disappointing. I and the other residents impacted have mostly relied on one another for updates when we've been able to connect with the contractors directly. I decided to post this review in hopes it leads to positive change and better experiences for other Spruce Knob residents moving forward.

Update: Communication improved at the end of the repairs, and I received daily updates via text from Korey.  The contractor came back on Saturday morning at the end of the second week to resolve the final issue, which was much appreciated. Everything has been working well for the past week."
Spruce Knob Apartments,"I moved into an apartment that already had two plumbing issues and was given the wrong mailbox key. It took them two months to have everything in order after multiple reminders. Some sort of issue with the plumbing would arise at least once every couple of months; sometimes management is fast but sometimes slow.

Be prepared to pay about $50/mo extra for water, sewage, trash, etc. in addition to electricity and gas with DTE—they take the building’s total and divide it by the number of residents and bill each individually.  They did not tell me this when I asked on the phone about utilities before renting.

Management makes up rules and fees with short notice, for example, a penalty for not filling out their special notice to vacate form by 60 days before the end of the lease—which you’re not given or told about until 3:13pm 60 days before the lease ends—even though you’ve notified them in writing months before that you will not be renewing, and requested information on any other protocols or procedures to be aware of. Fortunately I was on top of everything and never got dinged but still, this is another reason for not recommending Spruce Knob.

Overall, the apartments look nice at first but once move-in day arrives, you realize how poorly managed they are when they tell you day-of that you can’t pick up your keys until 4pm. I thought this was one of the better McKinleys, but I guess not. Some aspects of the apartments are good—the appliances work well and they have good sound and temperature insulation, the former being particularly important as the community is right next to I-94. So I very generously rate this place 2/5 stars. But seriously, my advice is just don’t bother. There are much better places in Ypsilanti that are way more affordable."
Spruce Knob Apartments,"We had a wonderful experience with Sarah during our move-in! She was incredibly kind, welcoming, and made the entire process smooth and stress-free. From guiding us through the application to patiently answering all our questions, Sarah went above and beyond to support us. We’re truly grateful for her help and feel lucky to have had her assistance throughout the process."
Spruce Knob Apartments,My experiences living here has been amazing. The maintenance team is very professional and very fast. Manager Korey is also very nice to talk to. I think this is one of the best and most affortable plus safe place to live in Ann Arbor. Highlt reccomended.
Arbor Landings Apartments,Thank you so much for re glazing my bath tub and fixing the towel rack. Thank you for putting the shower head and shower curtain back up!! I appreciate it so much! Shoutout to Craig for being so helpful. It looks awesome! 5 stars!!
Arbor Landings Apartments,"As a previous tenant at Arbor Landings, I was disappointed with our move-in experience.  The new carpeting was installed the morning that we were moving in, the kitchen updates were not completed (and still aren’t: missing mouldings, space between countertop and ledge not spackled or painted), the bathtub has a strip of partially removed adhesive at the floor line.  The apartment was not as clean as it should have been (dirty, dusty vent covers).  Definitely not up to par."
Arbor Landings Apartments,"The last 2 issues have been resolved--shower issues and toilet issues.  They were fixed by David who did a great job.  However, this afternoon trying to do my wash and the washing machine is NOT emptying the rinse water and spinning.  So I have wet clothes sitting in the washing machine."
Arbor Landings Apartments,"I recently moved out after living here for several years. The location is convenient, and management does a great job with the grounds. Maintenance was very responsive to work orders. Staff were always kind and helpful. The complex is very quiet and neighbors are friendly. We did have a couple car break-ins and a vehicle theft; the first thing police said when they pulled up to take a report was...this must be the place for car thefts, this is the third one this month. This isn't the complex's fault, but reflects on the poor security. Be VERY diligent on moving in with documenting the condition of your apartment. I was charged for damages that any other place considers normal wear and tear. The carpet in my apartment was horrible when we moved in-threadbare and stained beyond belief, but I was charged for damage to it. The carpet should have been replaced before I moved in. The kitchen appliances were beat up when I moved in, but I also caught damage charges for them. We truly didn't damage anything beyond typical wear and tear (and we were three adults living there), but I'm not going to argue with the management that nickels and dimes each month, and that charges a $125 move-out inspection fee to your account when you indicate your intention to move out. They require a 90-day notice that you aren't renewing your lease, which is excessive even around here. Your energy bill will be very high and your apartment will be freezing in the winter because insulation is terrible. Water bill makes no sense--our charges were the same even during months that we were only home for two days. You will also be charged $15 for trash and $5 for pest control, which is a tacky thing to do when rent is already so much. The city conducted an inspection after a fire at the complex and found expired smoke detectors in my apartment. The rent is high even for A2 given the rundown condition of the units. Bottom line is: comparison shop and think hard about living here, and document every detail of the unit when you move in, because you will be charged for degradation that other apartments assume is what you pay rent for. Arbor Landings/Solomon squeeze you for ever dollar they can in the end, which leaves a bad taste for the years-long experience of living there. My advice to Arbor Landings/Solomon: sometimes it's better to let a few hundred bucks go, even though it's ""easy"" money to take from the deposit, in exchange for the positive perception of a years-long customer/resident when they leave. Your petty move-out response colored the entire experience as negative."
Arbor Landings Apartments,"Peter, Devin and Chad were an absolute pleasure to work with. They are a credit to Arbor Landings Apartments. I would recommend Arbor Landings based on the customer service provided by these gentlemen."
South Grove Apartments,"I moved in on July 12th, 4 days ago. Since then, I have been experiencing the following terrible issues. The apartment office has made no effort even though I visited the office 3 times.

First, there is an unbearable smell coming from the bathroom. I found that the odor is coming from the bathroom door, which also doesn’t close properly.

Second, the air conditioner is not working, even in this 80 degree heat.

Third, the bathtub is leaking continuously. Not only is this a waste of water, but the sound of running water is driving me crazy.

Fourth, water is leaking from under the kitchen sink, which makes it impossible to do dish comfortably.

In short, do not move into this apartment. These are problems you will be facing. I am seriously concerned about the rest of my lease here."
South Grove Apartments,"Moved in to South Grove Apts about two and a half months ago and thought it was time to provide a Google review.

First off, when I was looking for a place, the associates were glad to show me available units, no surprise. Nick was glad to take me through the units TWICE, spent as much time as I wanted and provided the unit layouts with measurements for walls and windows to help me out with planning. Service plus. When we got back to the office, the other associated seemed surprised at how long we out. I guess it wasn't typical for a double visit to units, but Nick hooked me up and was all patience and informative.

When I moved in Nick and Dia were extremely helpful in getting me set up with the company web site, how to use it, set up visa and bank accounts, and also utility monthly info and how the payments worked. I don't use it, but SG implemented a policy for residents that they can pay throughout the month using a flexible rent payment routine. Another indication that residents come first here.

I'd had some issues with Ann Arbor apt living in past years owing to seemingly lax maintenance operations. Not here at SG. Lindsey Stallsmith, the SG Manager is always attentive to work orders with me. The response is almost always same day, and she takes care on follow-up. She always has a smile and a good word when I am in the office, really friendly and helpful. It says something when I know the folks in the office team. It's a good relationship and they are always there to help no problem. Like I said, residents are a priority, especially after move-in! As for the maintenance guys, Gregory and Charles have helped me a lot and are capable and informative about any issues. When they see me out in the complex, they always have a good word and an update on whatever work is going on. Lindsey is also taking care of making sure residents know about general work projects going on in the complex, like pavement work for example. The little parties they throw at the pool or the office and Halloween for the kids are a good place to get snacks and see the other residents.

I've read other reviews about the SG appliances being rather old, but they seem to be on a remod kick, and on turnover in apartments they are updating appliances and counter tops, etc. Had an issue with a stove top burner and Charles hooked me up right away. You aren't left without at SG.

I'm enjoying the apartment living here not least because it's quiet and friendly. I mean really quiet, mellow. When I do see other residents they are pretty friendly too. The large sliding glass door in the living room is eight foot across and it gives me a nice view out onto the common area, full of trees and grass and I can watch folks walking their dogs and chilling out. I really like the view and the bright light it lets in. I've got a storage closet for extra stuff located in the building and I keep the bike there along with some other stuff. Handy. Always a park spot close to the building front door. No problem getting deliveries. Even the mailman is friendly.

Adam from Maintenance is in right now working on the kitchen counter caulking. Another good job for me.

Great place overall, thanks to Lindsey, Dia, Nick, Adam, Charles and Gregory for the making apartment living here comfortable  and easy for me. Best

Mat (3583-6)"
South Grove Apartments,New management is much better and office staff is very quick to respond and very helpful. Maintenance always showed up either same day or the next day when a request was made. Over the years rent has gone up an extreme amount in 2019 when I moved in rent was only 850; when I moved out this year my rent was 1300 for the same apartment no upgrades. Along with the price increases the indoor pool was also permanently closed. For future renters the complex is relatively safe but is very close to I-94 and at night there are often people who race on the freeway and hit the rumble strips and you will hear that in your home. The layout of the apartments are very nice and I will miss the massive walk-in closet. It was a nice place to live but I will not miss the freeway noise. Management was also surprisingly fast at sending back my security deposit.
South Grove Apartments,"I had such a great experience with this apartment complex from the very start. The staff was incredibly welcoming and helpful throughout the entire process. My tour was informative and gave me a really good feel for the community. What stood out the most was how responsive everyone was, whether I had questions over the phone, through email, or in person, they always took the time to help me out. Moving into a new place can be stressful, but they made it feel easy and exciting. Highly recommend!"
South Grove Apartments,"safety violations are ignored until fines become more expensive than the fix.

The apartments do not meet the minimum building code for insulation and you heating and cooling bill will be insane.

Their maintenance staff is so understaffed that a broken bathroom sink takes approximate a month to fix, but they wont hire more or use contractor when they are overwhelmed.

Repairs and improvements are not planned, these are slumlords. Live somewhere else.

Edit: I've spoken to your office enough to last me a lifetime. You've heard about every one of these complaints several times and the only time you ever took action is when I rbiught city insectors. Every single time your budget was the reason you gave me. Fire extinguishers, falling branches, Doors that have 2"" if ice buildup inside the apartment, fixing none of that was in the budget. I've moved out and I won't ever willingly speak with anyone that works for you again."
The Haven of Ann Arbor,"I would honestly give this place ZERO stars if I could. I had a good experience in the beginning, but after being here for a while, I am deeply disappointed and devastated in how it is run. Feel like I’m being punished for being a good resident. It’s complete and utter bs. If you want a place to listen to your concerns, The Haven Of Ann Arbor is not the place. Even contacting management of management doesn’t do anything and it’s a shame. It takes a lot for me to get upset, but The Haven Of Ann Arbor has done more than that. They have ruined all of my good memories and replaced them with dread and disappointment. You should probably reevaluate and get your priorities straight. I would not recommend becoming a resident here. Don’t waste your time. I’m sure there are plenty of other places that would give you less of a headache."
The Haven of Ann Arbor,"I've been a resident of the Haven for 3 years now. I cannot in good conscience recommend this estate to anyone who has a modicum of self respect.

For one, the management here have their priorities completely skewed. My previous upstairs neighbors would stomp on the floor and blast music at 4am at least once a week and management refused to contact them despite it in clear violation of the lease agreement. Only after they had terminated their lease, they sent an empty threat to a completely empty apartment. Even after they quite literally flooded my apartment at midnight, management refused to resolve the issue. I had to call maintenance to enter my neighbor's apartment and fix their flooded toilet.

I had been in contact with management for over 6 months about my noise complaints and my water damaged apartment and closet where the ceiling flooded. The haven took nearly 2 months to respond, despite repeated calls and emails. As mentioned earlier, they only tool action once my neighbours had terminated their lease.

The sheer audacity of the management's behavior has been the final straw for me. Once again, no one with any semblance of self respect should violate their own dignity by dealing with the depraved company that manages the estate.

It is both baffling and insulting that the management thinks such behaviour is acceptable. It is no surprise that the owners of estate has changed multiple hands in my stay here. Despite this, the pathetic management here has managed to persist.

These examples only scratch the surface of the frequent disagreements and complaints I've had with management. Once my upstairs neighbours caused a small leak through the airconditioning vents which stained my ceiling while I was on vacation. When maintenance came they ""solved"" the issue by spray painting the ceiling. The only issue however, was that they didn't put up any protection, and splattered the carpets and the walls with the paint. I called them again to resolve the issue, and it took more than 3 requests and 6 months of communication before maintenance actually showed up.

To conclude, if you have any desire to live in a well maintained, quiet apartment with minimal conflict with maintenance and management, the haven is not for you. There is another estate just next to the haven that may possibly be better managed and is located in a similar location. look elsewhere. These examples are snapshots of the enormous number of minor spats, conflicts and arguments I've had with the haven to persuade them to take any meaningful action to maintain the apartment to a reasonable standard or to respect their end of the lease agreement. No one should be subject to such petty inconveniences for the premium price that they charge.

I have consulted a lawyer about this matter and will be taking further action against them for violating their portion of the lease agreement. If being subject to any of this pointless conflict and legal disagreement excites you, then by all means, join the haven."
The Haven of Ann Arbor,"I have been a resident at The Haven for more than a decade.  The management maintains the property well.  The maintenance crew is prompt, polite, and effective.  The rent is fair.  Most important, the management office is courteous, kind, and helpful.  My cat got lost on the grounds recently, and Kelly, a leasing agent, circulated emails and coordinated action with a couple of the other tenants to find my cat and return him safely to me.  Kelly's help went above and beyond the call of duty.  Her  generous kindness represents the spirit of the management staff at The Haven."
The Haven of Ann Arbor,"We really appreciate our time at Haven - it is such a beautiful and peaceful place for family to live. We in particular appreciate Jeff, who is so friendly all the time in helping us with home maintenance issues. He also went beyond in sending us mails that arrived after we moved out. The interactions with him have always been a pleasure. He made things so much easier for us."
The Haven of Ann Arbor,"I was initially very interested in leasing a unit at The Haven of Ann Arbor—the property itself looked great and seemed like it could be a good fit. Unfortunately, my experience with the management team was extremely disappointing. Trying to get in touch with the property manager to ask even basic questions was incredibly frustrating. Communication was slow, inconsistent, and unprofessional, which left me with serious concerns about how issues might be handled if I became a tenant. Ultimately, I decided not to move forward with the lease solely because of the poor management experience. I hope the team improves their responsiveness and professionalism for future prospective residents."
Woodview Commons,We love our green space at Woodview Commons. Lauren and  Abby super friendly and really care about this complex and its renters!  They encourage meeting others by hosting an event per month!
Woodview Commons,"We have lived here since April of this year and have absolutely loved it! Lauren, Abbey, and Matt are all very helpful and attentive. The move-in process was seamless, and Lauren made sure we found the perfect apartment to fit our needs. As someone who works in real estate, I’m particular about where I live, and Woodview has consistently exceeded my expectations.

Here are some highlights:

- Great amenities that are taken care of. The gym, pool, and hot tub are always clean. Staff ensures that there are not unaccompanied guests using the amenities, which we can all appreciate.
- Very dog friendly community. The dual-sided dog park is great for different sizes and temperaments. There are always dog treats in the leasing office, and dog bag stations are regularly checked.
- Maintenance is super friendly and fast. They make a point to get to know people in the community.
- Staff is very quick to address any and all issues including people parking in reserved spots, lost items, issues with amenities, misuse of community areas, etc. They always answer phone calls and emails promptly.
- The neighborhood is very quiet and all our neighbors have been friendly and respectful. We have made many new friends since we moved in. Everyone is inclusive and inviting.
- Our apartment has not had any issues. Our energy bill has been low, even cheaper than my last apartment that was half the size. We rarely hear neighbors, although we are on the top floor.
- Lots of parking options for residents, including uncovered, carports, garages, and EV charging spots. The only thing to note is that guest parking is limited to the leasing office. There is no open parking in front of buildings.
- The area always feels safe. Because of the location, there aren't a bunch of people wandering into the community. All the sidewalks and roads are well-lit. The package lockers are easy to use and offer peace of mind when you're away from home.
- The leasing office regularly holds resident events which are not only fun, but a great way to meet other people in the community.

If you're looking for a modern, updated home that's at a great price point, Woodview is a great option. It's about 5-10 minutes to nearby food and grocery stores, and 15-20 minutes to central downtown Ann Arbor. Overall, I'm so glad we chose Woodview Commons as our home and can't recommend it enough!"
Woodview Commons,"I moved in this March, and after almost 8 months, I can confidently say this has been one of the most lovely and peaceful living experiences I’ve had.

You can immerse yourself in nature, listening to birds chirping and frogs croaking. It’s incredibly quiet and relaxing, perfect for unwinding after a long day. The pool was a highlight during the summer—clean, calm, and just fantastic. The pickleball courts are well maintained, and the gym is top quality.

But what truly sets this place apart is the amazing staff.
Abbey, Lauren, and Matt are always kind, professional, and truly helpful. They respond quickly, treat residents with warmth, and make this place feel like home.

They also host wonderful monthly events that bring the community together. Thanks to these events, I’ve met friendly and diverse neighbors, made new friends, and felt a real sense of belonging.

I honestly feel so lucky to live here. It’s not just an apartment—it’s a vibrant and welcoming community.
Highly recommended!"
Woodview Commons,"(Note: I will update this post after 6 months to see if my opinion changes~)

First of all: It’s the best move-in experience I’ve ever had. Everything (bathroom, kitchen, refrigerator, internet, laundry) was ready to use by the day of move-in - even though this is a brand-new apartment. It might sound absurd to say, but I honestly didn’t expect everything to work perfectly since the building had just been completed two weeks before we moved in. But everything really did work fine, and the Woodview team even had the apartment cleaned again the day before we arrived. I couldn’t find a single speck of dust anywhere.

Staff: We’ve had great communication with Lauren, who is extremely helpful with our moving process and generally replies to emails very quickly (usually within a day, except weekends). Abbey also helped us during move-in and was extremely helpful in resolving a WIFI issue. We once submitted a service request about adjusting the shower temperature, and the maintenance team responded within a day. Overall, the Woodview team seems to maintain a strong culture of communication, which I rarely see elsewhere. I hope this continues as more people move in.

Now, some of the good sides and some practical limitations that I have noticed~

Room type: Apartment 2B2B + a den
1.	The apartment itself is beautiful. Our unit faces the pond, so the view is gorgeous, and there’s a small trail outside leading to the clubhouse. At night it’s generally very quiet, with only the sound of crickets.

2.	Many of the built-in finishes are nice: granite surfaces in areas with water, which shows care and suggests they’re aiming for long-term residents. The kitchen is also very nice and spacious.

Amenities:
There’s a pickleball court, pool, spa, gym, etc. There’s also an app to book the court in advance, which is very convenient. Since people are still moving in, the amenities are currently quite empty. I’ll update this in 6 months to see how it develops.

Practical limitations:
1.	Location: It’s not very close to downtown Ann Arbor. It usually takes ~20 minutes to drive to U-M, sometimes ~30 minutes with traffic. Nearby stores are limited (mainly a Meijer). Most plazas take at least ~15 minutes to reach.

2.	Noise from upstairs: As another review mentioned, we can hear footsteps from the floor above. It doesn’t bother us much, but it may matter for others. Since it’s move-in season, I assume the noise from people moving furniture around is more obvious than other seasons.

3.	Smell: Being a new building, unable there was a paint-like smell when we moved in. It faded over time and was unnoticeable after about a week.

4.	Package delivery: The delivery system is still a bit inconsistent. I set my address to my apartment, but sometimes packages end up in the leasing office locker and sometimes at my door. The current pattern seems to be small packages → leasing office locker, large packages → door delivery. Hopefully this will become more standardized over time.

Overall: I would rate this 4.5 out of 5 for my ~2 weeks here so far. Most of the current issues seem like things that will improve over time, and I trust the team. Haven’t experienced winter yet, so we’ll see!"
Woodview Commons,"The neighborhood is quiet, safe, and still developing, which means it’s only going to get better with time. I also appreciate the responsive Lauren McMahan, the Neighborhood Leasing Manager.  She has been quick to address any questions during the move in process.
Overall, this townhouse exceeded my expectations. It’s the perfect blend of comfort, style, and practicality. Highly recommended for anyone looking for a modern and low-maintenance home!"
Mill Creek Townhomes,"My honest experience as a current resident.

I’ve lived at Millcreek Townhomes long enough to understand both the positives and the ongoing challenges here. The community is generally quiet, and my unit itself is comfortable. I’ve always made sure my payments and documentation were handled properly, often working with SOS Community Services to keep everything accurate and on time.

A major part of my experience, however, has been dealing with repeated billing confusion. I’ve had unexpected charges show up on my account, including fees I needed SOS to help me get reviewed or corrected. It has taken several follow-ups each time just to get accurate information about my own ledger, which becomes stressful when you’re trying to stay on top of things.

Communication can also be inconsistent. There were times I wouldn’t get clear answers until I involved SOS, which shouldn’t be necessary for routine questions.

Another thing worth mentioning is the lack of washer and dryer access in my particular unit. The section I live in simply wasn’t built with washer/dryer hookups, so residents like me don’t have the option to install one. I’ve accepted that this is how the units in this part of the property are set up, but it’s something future tenants should be aware of when choosing their building or layout.

I’m sharing this review to be transparent about what my experience has been. I take care of my home, communicate, and pay what I owe  and I expect the same consistency and clarity from management. I hope they improve their responsiveness, accuracy, and overall follow-through moving forward."
Mill Creek Townhomes,"I have had a good experience so far. The neighborhood is quite, and it seems like any crime that happens is posted to social media, so I feel pretty safe here too. The leasing office did their best to give us a good experience, plus the application fee was like 10$ so you're more than welcome to apply (hint: see the bad reviews). The home is very nice and the maintenance team is professional and accommodating. I've lived in many places and if you're a renter on the south side of Ann Arbor this place is certainly worth it.
Again, thank you for the experience We're very pleased with the maintenance and we feel at home.
P.S. The park next door is definitely a ""city park"", but that doesn't really cause problems in the neighborhood."
